customer_id,region,age,num_site_visits,num_products_viewed,purchase_made,satisfaction_rating,customer_segment,preferred_channel,income,avg_spend_per_visit,discount_used,time_on_site_min,page_load_time_sec,browser,email_open_rate,clicked_ad,returned_product,membership_years,zipcode,tracking_cookie
910,La Libertad,41.0,4,8,No,Satisfied,New,Phone,2944.48,126.45,Yes,7.7,3.48,Chrome,0.0,1,No,3,13001,XYZ123
911,Piura,33.0,2,6,No,,Occasional,Email,2256.72,223.24,No,12.5,4.77,Chrome,0.6,1,No,1,13001,XYZ123
912,lima,39.0,6,11,No,Very Unsatisfied,New,SMS,3018.05,190.76,No,6.1,1.66,Safari,0.45,0,No,2,04001,XYZ123
913,Junin,26.0,8,13,No,Unsatisfied,Loyal,Email,3877.96,141.8,No,9.5,4.82,Safari,0.53,1,Yes,1,15001,XYZ123
914,Cusco,30.0,5,13,Yes,Satisfied,Occasional,SMS,3172.83,97.18,Yes,9.3,2.52,IE,0.54,1,No,1,11001,XYZ123
915,Piura,42.0,6,5,No,Neutral,Returning,In-store,2360.27,169.55,No,10.1,3.64,Safari,0.18,1,Yes,1,11001,XYZ123
916,piura ,31.0,5,11,No,Very Unsatisfied,Returning,Phone,1607.62,200.4,No,4.6,4.19,IE,0.77,1,Yes,2,02001,XYZ123
917,Piura,52.0,5,9,Yes,Very Satisfied,Occasional,Email,99999.0,194.08,Yes,9.6,4.81,Firefox,0.56,0,Yes,2,11001,XYZ123
918,Junin,31.0,6,8,No,Unsatisfied,New,SMS,2371.45,253.14,Yes,6.1,2.94,Firefox,0.27,0,No,3,11001,XYZ123
919,Junin,37.0,4,14,No,Unsatisfied,Loyal,In-store,1445.12,216.9,Yes,11.3,1.79,Safari,0.94,0,No,4,04001,XYZ123
920,Lima,44.0,4,14,No,Very Unsatisfied,Loyal,Phone,3369.55,,No,4.5,2.98,Chrome,0.01,0,Yes,2,15001,XYZ123
921,lima,20.0,5,14,Yes,Satisfied,Returning,Phone,2955.27,159.14,Yes,9.2,3.71,Edge,0.73,1,Yes,0,13001,XYZ123
922,Junin,17.0,5,5,Yes,Unsatisfied,Returning,Phone,1661.13,111.45,No,7.9,2.36,Chrome,0.38,0,Yes,0,04001,XYZ123
923,Arequipa,19.0,4,10,No,Very Unsatisfied,New,In-store,,145.44,No,15.4,2.49,Firfox,0.52,0,Yes,4,13001,XYZ123
924,LIMA ,47.0,4,9,Yes,Satisfied,Returning,In-store,3074.28,267.92,No,12.5,1.14,IE,0.29,0,Yes,4,04001,XYZ123
925,Cusco,29.0,7,10,No,Very Unsatisfied,New,In-store,1185.33,243.23,No,13.5,1.83,Chrome,0.32,1,Yes,2,04001,XYZ123
926,piura ,60.0,5,8,Yes,Very Unsatisfied,Occasional,Phone,2567.15,214.44,Yes,4.9,3.53,Firefox,0.02,1,No,0,11001,XYZ123
927,lima,29.0,4,20,No,Satisfied,Loyal,Email,2172.38,175.3,Yes,6.5,4.06,Safari,0.73,1,No,3,13001,XYZ123
928,CUSCO,36.0,3,12,Yes,Satisfied,Occasional,SMS,3139.98,262.05,No,8.0,4.32,Chrome,0.71,0,No,0,04001,XYZ123
929,Arequipa,50.0,9,12,Yes,Satisfied,Returning,In-store,3149.25,149.44,No,12.6,5.73,Chrome,0.65,0,Yes,2,11001,XYZ123
930,La Libertad,55.0,6,10,No,Very Unsatisfied,Loyal,Email,1842.98,,Yes,9.5,4.79,IE,0.88,0,No,3,02001,XYZ123
931,Junin,55.0,6,9,Yes,Unsatisfied,Loyal,SMS,3210.37,195.33,Yes,5.0,2.82,IE,0.9,0,Yes,2,13001,XYZ123
932,CUSCO,47.0,4,10,No,Neutral,Occasional,Phone,2268.43,90.84,No,5.2,1.88,IE,0.56,1,Yes,3,04001,XYZ123
933,Junin,45.0,7,15,No,Neutral,New,Email,2515.17,148.03,No,12.8,2.69,Edge,0.68,0,No,6,02001,XYZ123
934,Piura,40.0,6,9,No,Very Unsatisfied,Loyal,Phone,2531.57,188.19,No,9.6,2.34,Safari,0.01,1,Yes,8,11001,XYZ123
935,Arequipa,42.0,6,9,No,Very Unsatisfied,New,SMS,4298.53,176.94,No,8.2,3.2,Safari,0.85,1,No,1,04001,XYZ123
936,Piura,29.0,2,10,Yes,Unsatisfied,Occasional,In-store,,150.59,No,7.9,4.07,Firefox,0.82,0,No,7,11001,XYZ123
937,Lima,26.0,6,6,Yes,Satisfied,Occasional,Phone,1162.48,301.77,Yes,11.6,3.58,Firfox,0.02,1,No,2,11001,XYZ123
938,Piura,34.0,4,9,No,Very Unsatisfied,New,Email,1928.23,268.16,No,3.8,4.89,Safari,0.54,0,Yes,2,11001,XYZ123
939,Lima,33.0,7,9,No,Very Satisfied,Occasional,In-store,3090.44,285.73,Yes,8.2,3.47,Chrome,0.91,0,Yes,3,13001,XYZ123
940,Lima,30.0,8,7,No,Satisfied,Loyal,Email,2272.75,195.05,No,8.4,1.47,Safari,0.18,0,Yes,1,02001,XYZ123
941,CUSCO,41.0,6,14,No,Very Unsatisfied,Occasional,SMS,2511.96,175.57,Yes,3.0,2.32,Edge,0.35,0,No,0,02001,XYZ123
942,Junin,44.0,3,16,No,Very Satisfied,Occasional,SMS,2154.44,,No,7.2,3.48,Firefox,0.33,1,Yes,2,15001,XYZ123
943,La Libertad,35.0,4,8,Yes,Unsatisfied,Loyal,In-store,246.71,204.26,Yes,17.1,3.27,Firefox,0.36,1,No,0,04001,XYZ123
944,piura ,49.0,5,6,No,Very Satisfied,New,Email,1877.59,146.98,Yes,4.7,4.57,Firefox,0.04,0,Yes,3,11001,XYZ123
945,Piura,23.0,3,6,No,Very Unsatisfied,Occasional,Email,2438.17,150.45,No,8.5,3.01,Safari,0.28,1,No,2,04001,XYZ123
946,piura ,33.0,5,11,No,Neutral,New,Email,1084.42,183.78,No,0.3,2.79,Firefox,0.29,1,No,1,02001,XYZ123
947,Arequipa,27.0,8,1,No,Very Unsatisfied,Loyal,Email,1556.93,198.9,Yes,7.4,1.11,Firefox,0.87,1,Yes,3,02001,XYZ123
948,Lima,16.0,8,8,No,Neutral,New,SMS,2228.0,204.07,Yes,3.7,2.03,Safari,0.35,0,Yes,5,11001,XYZ123
949,Junin,34.0,5,9,Yes,Unsatisfied,New,Email,2234.95,190.82,Yes,6.6,3.37,Chrome,0.45,0,No,2,13001,XYZ123
950,Cusco,33.0,5,10,No,Unsatisfied,Returning,SMS,2815.54,316.98,No,9.7,3.25,Firefox,0.38,0,No,3,11001,XYZ123
951,lima,50.0,8,8,No,Satisfied,Returning,Email,2278.51,132.34,Yes,3.5,3.71,Firefox,0.12,1,Yes,4,11001,XYZ123
952,CUSCO,41.0,5,10,No,Satisfied,Occasional,Email,2786.11,233.64,No,9.0,3.54,Firefox,0.99,0,No,4,15001,XYZ123
953,La Libertad,,4,9,Yes,Neutral,Returning,Phone,1939.97,176.13,No,4.9,2.86,Edge,0.83,0,Yes,3,13001,XYZ123
954,Ancash,53.0,3,10,Yes,Neutral,Returning,Phone,2669.25,198.06,No,2.7,1.8,Firfox,0.54,0,Yes,3,04001,XYZ123
955,CUSCO,47.0,7,10,No,Unsatisfied,Returning,Email,3676.89,247.02,No,11.9,3.0,Firefox,0.48,0,No,1,13001,XYZ123
956,Cusco,40.0,4,12,No,Very Satisfied,New,SMS,2731.17,,No,4.2,2.95,Edge,0.65,0,Yes,4,11001,XYZ123
957,lima,,4,9,No,Neutral,New,Email,2311.99,152.71,No,6.3,4.65,Chrome,0.33,0,No,4,11001,XYZ123
958,Cusco,25.0,5,13,No,Neutral,Returning,Phone,1745.81,193.32,Yes,5.7,4.59,Chrome,0.05,1,Yes,0,11001,XYZ123
959,Piura,31.0,3,9,No,Very Satisfied,Loyal,Email,2569.58,273.81,Yes,8.9,2.43,Edge,0.4,0,No,3,11001,XYZ123
960,Lima,45.0,5,5,No,Satisfied,Returning,Phone,2325.6,273.55,No,8.1,2.25,Chrome,0.98,1,Yes,5,11001,XYZ123
961,La Libertad,53.0,4,10,No,Satisfied,Loyal,Email,2949.6,263.87,Yes,7.3,1.38,IE,0.18,0,Yes,4,13001,XYZ123
962,LIMA ,50.0,6,11,No,Neutral,New,In-store,1042.47,90.33,Yes,5.2,2.8,Chrome,0.53,1,No,3,11001,XYZ123
963,Lima,30.0,5,14,Yes,Satisfied,Loyal,Email,2349.51,147.51,No,6.9,2.43,IE,0.01,1,Yes,4,02001,XYZ123
964,LIMA ,23.0,5,6,Yes,Satisfied,New,SMS,2835.42,149.57,Yes,9.2,6.13,Edge,0.12,1,No,2,02001,XYZ123
965,piura ,36.0,2,9,No,,Loyal,Phone,2603.51,197.24,No,8.5,1.66,IE,0.59,0,No,1,15001,XYZ123
966,lima,17.0,5,11,No,Unsatisfied,New,In-store,2233.98,107.35,No,12.5,3.07,Chrome,0.3,0,No,3,04001,XYZ123
967,Junin,38.0,3,10,Yes,Very Unsatisfied,New,Phone,2222.92,254.89,No,11.1,2.23,Firefox,0.91,1,No,1,02001,XYZ123
968,Ancash,33.0,3,14,Yes,Neutral,Returning,Phone,1620.92,100.28,No,12.4,3.03,IE,0.41,1,No,7,15001,XYZ123
969,Arequipa,30.0,5,19,No,Neutral,Occasional,SMS,2803.1,251.63,Yes,13.4,2.6,Chrome,0.21,0,Yes,4,13001,XYZ123
970,Lima,-5.0,4,18,Yes,Unsatisfied,Occasional,Email,2839.91,243.54,Yes,8.7,3.97,Firefox,0.55,0,Yes,2,04001,XYZ123
971,La Libertad,40.0,3,7,No,Very Unsatisfied,New,SMS,1369.52,145.28,No,11.4,3.53,Edge,0.79,0,Yes,6,11001,XYZ123
972,Cusco,29.0,4,11,No,Very Unsatisfied,Returning,Email,3111.71,263.1,Yes,9.3,3.93,Edge,0.02,1,Yes,6,11001,XYZ123
973,La Libertad,23.0,2,14,Yes,,Occasional,In-store,1976.31,183.34,No,13.3,2.1,Safari,0.51,1,Yes,1,13001,XYZ123
974,lima,6.0,6,15,No,Very Satisfied,Occasional,SMS,2199.21,170.37,No,1.0,4.3,Firfox,0.77,1,Yes,2,04001,XYZ123
975,piura ,34.0,7,13,Yes,Very Satisfied,Returning,SMS,3983.12,178.93,Yes,6.7,2.42,Safari,0.1,1,Yes,1,02001,XYZ123
976,LIMA ,52.0,3,10,No,Very Unsatisfied,Returning,Phone,3781.54,,Yes,9.6,1.31,Edge,0.9,1,No,4,04001,XYZ123
977,Cusco,,5,8,Yes,Very Satisfied,Occasional,SMS,1342.72,187.82,No,10.3,2.78,Edge,0.26,0,No,2,15001,XYZ123
978,Arequipa,30.0,4,6,Yes,Very Satisfied,Occasional,Email,1476.8,188.95,Yes,7.9,3.14,Edge,0.17,1,No,4,13001,XYZ123
979,Arequipa,28.0,6,11,Yes,Very Satisfied,Loyal,SMS,1659.21,155.48,No,1.3,1.5,Safari,0.59,1,Yes,3,02001,XYZ123
980,Lima,39.0,6,12,Yes,Very Unsatisfied,Loyal,SMS,3768.98,167.09,No,7.3,4.05,Safari,0.18,0,No,2,04001,XYZ123
981,lima,25.0,2,11,Yes,Very Satisfied,New,In-store,2014.23,171.42,Yes,11.3,2.03,IE,0.68,0,Yes,1,04001,XYZ123
982,Junin,38.0,2,10,No,Neutral,Occasional,Email,1320.67,283.64,No,6.7,1.98,Chrome,0.49,0,Yes,2,02001,XYZ123
983,lima,42.0,5,7,No,Very Unsatisfied,Returning,Phone,3485.96,171.44,Yes,8.4,3.0,Chrome,0.11,1,Yes,5,15001,XYZ123
984,piura ,47.0,2,15,No,Unsatisfied,Returning,Email,2975.15,168.23,No,15.7,4.03,Chrome,0.91,0,No,3,15001,XYZ123
985,LIMA ,33.0,7,7,No,,Occasional,In-store,4300.75,275.82,No,7.3,1.54,Edge,0.67,1,No,5,04001,XYZ123
986,La Libertad,32.0,4,14,No,Satisfied,New,Email,2973.55,183.9,No,7.4,4.13,Chrome,0.55,0,No,5,11001,XYZ123
987,Arequipa,26.0,5,13,No,Very Unsatisfied,Returning,Email,2474.49,155.49,No,8.8,0.41,Safari,0.37,1,Yes,5,02001,XYZ123
988,La Libertad,26.0,7,8,No,Unsatisfied,Occasional,SMS,2702.16,144.65,No,9.0,3.4,IE,0.13,1,Yes,3,15001,XYZ123
989,La Libertad,32.0,5,14,No,Neutral,Occasional,SMS,2137.6,128.99,Yes,8.5,1.64,Firefox,0.71,0,Yes,2,15001,XYZ123
990,La Libertad,38.0,7,6,No,,New,Email,3544.4,227.06,No,9.6,2.04,IE,0.81,1,Yes,6,15001,XYZ123
991,Arequipa,44.0,1,8,No,Very Satisfied,Occasional,Email,3586.62,109.78,Yes,3.2,5.09,Chrome,0.13,0,No,3,13001,XYZ123
992,piura ,26.0,3,11,No,Satisfied,Returning,Phone,1233.66,267.32,Yes,7.5,1.81,Chrome,0.49,1,No,3,11001,XYZ123
993,CUSCO,49.0,4,10,No,,Loyal,In-store,3254.02,195.43,Yes,3.1,2.93,Safari,0.48,1,No,4,15001,XYZ123
994,Piura,32.0,9,10,No,Unsatisfied,New,SMS,1643.15,178.15,No,8.2,1.72,IE,0.35,1,No,3,11001,XYZ123
995,LIMA ,34.0,4,12,No,Very Unsatisfied,Occasional,SMS,4430.99,188.58,Yes,10.4,3.92,Safari,0.79,0,Yes,3,04001,XYZ123
996,CUSCO,27.0,5,9,No,Satisfied,New,SMS,,223.15,Yes,7.4,3.49,Safari,0.1,1,Yes,3,04001,XYZ123
997,LIMA ,10.0,6,18,No,Satisfied,Occasional,SMS,1589.58,176.51,Yes,4.2,3.66,Firefox,0.21,0,No,1,13001,XYZ123
998,Cusco,43.0,6,8,No,Unsatisfied,Loyal,Email,2691.2,190.41,No,6.3,4.36,Safari,0.0,1,Yes,6,11001,XYZ123
999,lima,42.0,3,15,No,Very Satisfied,New,Email,3294.47,252.65,No,15.2,2.59,Safari,0.37,1,Yes,3,02001,XYZ123
1000,lima,32.0,3,17,Yes,Unsatisfied,Occasional,Phone,2001.05,217.35,No,13.8,4.29,Firefox,0.29,0,No,4,13001,XYZ123
492,Cusco,46.0,6,6,No,Neutral,Occasional,SMS,2169.39,197.33,No,7.3,4.63,IE,0.48,1,No,2,15001,XYZ123
321,Arequipa,40.0,4,9,Yes,Very Unsatisfied,Returning,SMS,2413.47,249.98,No,5.0,3.42,Chrome,0.91,1,Yes,2,02001,XYZ123
840,lima,27.0,8,8,Yes,Very Satisfied,New,Phone,4437.97,195.38,No,9.9,3.19,Safari,0.79,1,Yes,3,04001,XYZ123
176,Junin,22.0,6,7,No,Unsatisfied,Returning,SMS,2621.76,,Yes,8.8,3.03,Edge,0.68,0,Yes,1,11001,XYZ123
357,Lima,36.0,4,13,Yes,Neutral,Occasional,Phone,4058.53,245.01,No,12.7,3.8,Edge,0.76,1,No,1,15001,XYZ123
15,lima,38.0,5,9,No,Unsatisfied,Loyal,Email,3087.33,192.79,Yes,1.2,3.23,Safari,0.53,1,No,6,11001,XYZ123
555,LIMA ,46.0,5,10,No,Very Unsatisfied,Occasional,SMS,2891.5,194.45,No,2.9,2.42,Safari,0.13,1,No,3,15001,XYZ123
691,La Libertad,51.0,5,9,No,Satisfied,Loyal,In-store,2066.34,,No,13.9,0.72,Edge,0.08,0,Yes,2,13001,XYZ123
667,LIMA ,34.0,6,10,No,Very Satisfied,New,Phone,2915.1,170.72,No,7.3,4.11,IE,0.79,0,No,7,11001,XYZ123
499,CUSCO,31.0,5,9,No,Neutral,Occasional,SMS,1697.05,201.34,No,5.7,3.99,Firefox,0.38,1,No,2,13001,XYZ123
